id	type	modified	bibliographicCitation	references	datasetID	institutionCode	collectionCode	datasetName	basisOfRecord	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	occurrenceStatus	preparations	otherCatalogNumbers	associatedOccurrences	eventID	parentEventID	samplingProtocol	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	locationID	continent	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	georeferenceRemarks	identifiedBy	dateIdentified	identificationQualifier	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_471		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_471	IBSS_Benthos_1935_293							present							Ind/m²	1935-10-01				1935	10	1	423		Black Sea				Azov Sea				10	10	46.06	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:452043	Brachynotus lucasi										(M. Edw.)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_472		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_472	IBSS_Benthos_1935_294							present							Ind/m²	1935-10-01				1935	10	1	423		Black Sea				Azov Sea				10	10	46.06	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_473		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_473	IBSS_Benthos_1935_295							present							Ind/m²	1935-10-01				1935	10	1	423		Black Sea				Azov Sea				10	10	46.06	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_466		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.3;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_466	IBSS_Benthos_1935_1558	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	396		Black Sea				Azov Sea				10	10.7	45.53	37.44	EPSG:4326								urn:lsid:marinespecies.org:taxname:538967	Corbulomya maeoticum										Mil.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_467		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.3;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_467	IBSS_Benthos_1935_1559	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	396		Black Sea				Azov Sea				10	10.7	45.53	37.44	EPSG:4326								urn:lsid:marinespecies.org:taxname:140127	Hydrobia ventrosa										(Montagu)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_468		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_468	IBSS_Benthos_1935_1561	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	397		Black Sea				Azov Sea				10	10.9	45.54	37.34	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_469		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_469	IBSS_Benthos_1935_1562	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	397		Black Sea				Azov Sea				10	10.9	45.54	37.34	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_470		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_470	IBSS_Benthos_1935_1563							present							Ind/m²	1935-08-04				1935	8	4	258/6		Black Sea				Azov Sea				11	11.5	46.28	36.74	EPSG:4326								urn:lsid:marinespecies.org:taxname:226504	Mesomysis helleri										Sars.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_465		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.3;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_465	IBSS_Benthos_1935_1557	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	396		Black Sea				Azov Sea				10	10.7	45.53	37.44	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_714		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.8;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_714	IBSS_Benthos_1935_1724	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-07				1935	6	7	20		Black Sea				Azov Sea				8	8.1	45.87	37.76	EPSG:4326								urn:lsid:marinespecies.org:taxname:130359	Nephtys hombergii										M. Edw
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_715		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.8;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_715	IBSS_Benthos_1935_1725	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-07				1935	6	7	20		Black Sea				Azov Sea				8	8.1	45.87	37.76	EPSG:4326								urn:lsid:marinespecies.org:taxname:1078	Ostracoda sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_716		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.8;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_716	IBSS_Benthos_1935_1726	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-07				1935	6	7	20		Black Sea				Azov Sea				8	8.1	45.87	37.76	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1129		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1129	IBSS_Benthos_1935_1194							present							Ind/m²	1935-10-10				1935	10	10	502		Black Sea				Azov Sea				8	8	46.68	36.83	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_45		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_45	IBSS_Benthos_1935_65	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	392		Black Sea				Azov Sea				7	7	45.38	37.51	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_46		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_46	IBSS_Benthos_1935_66	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	392		Black Sea				Azov Sea				7	7	45.38	37.51	EPSG:4326								urn:lsid:marinespecies.org:taxname:742654	Syndesmya ovata										(Philippi)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_47		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_47	IBSS_Benthos_1935_67	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	392		Black Sea				Azov Sea				7	7	45.38	37.51	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_48		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_48	IBSS_Benthos_1935_68	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	393		Black Sea				Azov Sea				7	7.8	45.42	37.52	EPSG:4326								urn:lsid:marinespecies.org:taxname:130359	Nephtys hombergii										M. Edw
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_49		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=18.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_49	IBSS_Benthos_1935_69	Temperature was taken by grab during sampling						present							Ind/m²	1935-09-25				1935	9	25	393		Black Sea				Azov Sea				7	7.8	45.42	37.52	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_248		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_248	IBSS_Benthos_1935_1433							present							Ind/m²	1935-10-02				1935	10	2	429		Black Sea				Azov Sea				8	8.8	46.13	37.59	EPSG:4326								urn:lsid:marinespecies.org:taxname:102048	Microdeutopus gryllotalpa										A. Costa
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_247		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_247	IBSS_Benthos_1935_1432							present							Ind/m²	1935-10-02				1935	10	2	429		Black Sea				Azov Sea				8	8.8	46.13	37.59	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1354		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1354	IBSS_Benthos_1935_1048							present							Ind/m²	1935-10-15				1935	10	15	538		Black Sea				Azov Sea				7	7.5	46.63	36.65	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1403		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1403	IBSS_Benthos_1935_900	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	517		Black Sea				Azov Sea				6	6.8	46.75	37.35	EPSG:4326								urn:lsid:marinespecies.org:taxname:110594	Pterocuma pectinatum										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1404		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1404	IBSS_Benthos_1935_901	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	517		Black Sea				Azov Sea				6	6.8	46.75	37.35	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1405		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1405	IBSS_Benthos_1935_902	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	517		Black Sea				Azov Sea				6	6.8	46.75	37.35	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1406		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.4;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1406	IBSS_Benthos_1935_903	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	518		Black Sea				Azov Sea				6	6.9	46.74	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1646		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1646	IBSS_Benthos_1935_582							present							Ind/m²	1935-10-12				1935	10	12	512		Black Sea				Azov Sea				6	6.6	46.62	36.78	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1627		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=19.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1627	IBSS_Benthos_1935_762	Temperature was taken by grab during sampling						present								1935-06-18				1935	6	18	90		Black Sea				Azov Sea				8	8.4	46.77	37.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:151742	Cordylophora lacustris										Allm.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1628		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=19.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1628	IBSS_Benthos_1935_763	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-18				1935	6	18	90		Black Sea				Azov Sea				8	8.4	46.77	37.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1629		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=19.5;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1629	IBSS_Benthos_1935_764	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-18				1935	6	18	90		Black Sea				Azov Sea				8	8.4	46.77	37.2	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1630		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=20;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1630	IBSS_Benthos_1935_771	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-18				1935	6	18	91		Black Sea				Azov Sea				8	8.2	46.75	37.35	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1631		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1631	IBSS_Benthos_1935_772							present							Ind/m²	1935-06-19				1935	6	19	92		Black Sea				Azov Sea				7	7.2	46.07	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1632		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1632	IBSS_Benthos_1935_773							present							Ind/m²	1935-06-19				1935	6	19	92		Black Sea				Azov Sea				7	7.2	46.07	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1634		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=20.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1634	IBSS_Benthos_1935_775	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-19				1935	6	19	93		Black Sea				Azov Sea				5	5.8	46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1635		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=20.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1635	IBSS_Benthos_1935_776	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-19				1935	6	19	93		Black Sea				Azov Sea				5	5.8	46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1636		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1636	IBSS_Benthos_1935_777							present							Ind/m²	1935-06-19				1935	6	19	93a		Black Sea				Azov Sea						46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:742971	Pontogammarus maeoticus										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1637		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1637	IBSS_Benthos_1935_778							present								1935-06-19				1935	6	19	93b		Black Sea				Azov Sea						46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:151742	Cordylophora lacustris										Allm.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1638		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1638	IBSS_Benthos_1935_779							present							Ind/m²	1935-06-19				1935	6	19	93b		Black Sea				Azov Sea						46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:742971	Pontogammarus maeoticus										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1639		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1639	IBSS_Benthos_1935_780							present							Ind/m²	1935-06-19				1935	6	19	93c		Black Sea				Azov Sea				1	1	46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:742971	Pontogammarus maeoticus										Sow.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1640		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1640	IBSS_Benthos_1935_781							present							Ind/m²	1935-06-19				1935	6	19	93c		Black Sea				Azov Sea				1	1	46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:120020	Gastrosaccus spinifer										Ben.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1641		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=21;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1641	IBSS_Benthos_1935_561	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-13				1935	6	13	58		Black Sea				Azov Sea				7	7.8	46.4	37.65	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1642		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=21;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1642	IBSS_Benthos_1935_562	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-13				1935	6	13	58		Black Sea				Azov Sea				7	7.8	46.4	37.65	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1643		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.9;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1643	IBSS_Benthos_1935_579	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-12				1935	10	12	511		Black Sea				Azov Sea				7	7.9	46.59	36.78	EPSG:4326								urn:lsid:marinespecies.org:taxname:152921	Cardium edule										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1644		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1644	IBSS_Benthos_1935_580							present							Ind/m²	1935-10-12				1935	10	12	512		Black Sea				Azov Sea				6	6.6	46.62	36.78	EPSG:4326								urn:lsid:marinespecies.org:taxname:142855	Stylochus tauricus										Jac.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1645		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1645	IBSS_Benthos_1935_581							present							Ind/m²	1935-10-12				1935	10	12	512		Black Sea				Azov Sea				6	6.6	46.62	36.78	EPSG:4326								urn:lsid:marinespecies.org:taxname:2036	Oligochaeta sp.										
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1633		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=20.7;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1633	IBSS_Benthos_1935_774	Temperature was taken by grab during sampling						present							Ind/m²	1935-06-19				1935	6	19	93		Black Sea				Azov Sea				5	5.8	46.72	37.56	EPSG:4326								urn:lsid:marinespecies.org:taxname:155187	Nereis succinea										(Leuckart)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_216		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_216	IBSS_Benthos_1935_1413							present							Ind/m²	1935-10-01				1935	10	1	426		Black Sea				Azov Sea				10	10.1	46.13	37.29	EPSG:4326								urn:lsid:marinespecies.org:taxname:129876	Capitella capitata										Eisig.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_217		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_217	IBSS_Benthos_1935_1414							present							Ind/m²	1935-10-01				1935	10	1	426		Black Sea				Azov Sea				10	10.1	46.13	37.29	EPSG:4326								urn:lsid:marinespecies.org:taxname:130769	Harmothoe imbricata										L.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_218		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_218	IBSS_Benthos_1935_1415							present							Ind/m²	1935-10-01				1935	10	1	426		Black Sea				Azov Sea				10	10.1	46.13	37.29	EPSG:4326								urn:lsid:marinespecies.org:taxname:102048	Microdeutopus gryllotalpa										A. Costa
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_219		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation			IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_219	IBSS_Benthos_1935_1416							present							Ind/m²	1935-10-01				1935	10	1	426		Black Sea				Azov Sea				10	10.1	46.13	37.29	EPSG:4326								urn:lsid:marinespecies.org:taxname:452043	Brachynotus lucasi										(M. Edw.)
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1407		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.4;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1407	IBSS_Benthos_1935_904	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	518		Black Sea				Azov Sea				6	6.9	46.74	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:130359	Nephtys hombergii										M. Edw
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1408		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.4;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1408	IBSS_Benthos_1935_905	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	518		Black Sea				Azov Sea				6	6.9	46.74	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:106218	Balanus improvisus										Darw.
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1409		2017-08-04 12:04:57			IMIS:dasid:4376	IBSS	R/V N. Danilevskiy 1935 Azov Sea benthos data		HumanObservation		Temperature=15.4;	IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1409	IBSS_Benthos_1935_906	Temperature was taken by grab during sampling						present							Ind/m²	1935-10-13				1935	10	13	518		Black Sea				Azov Sea				6	6.9	46.74	37.41	EPSG:4326								urn:lsid:marinespecies.org:taxname:138227	Mytilaster sp.										
