id	measurementID	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementValueID	measurementAccuracy	measurementUnit	measurementUnitID	measurementDeterminedDate	measurementDeterminedBy	measurementMethod	measurementRemarks
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1197		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1197	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1198		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1198	biomass		1.25			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1198		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1198	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	75			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1199		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1199	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1199		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1199	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_12		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_12	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_12		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_12	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	70			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_120		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_120	biomass		1.45			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_120		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_120	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	155			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1200		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1200	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1200		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1200	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201	biomass		15.45			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	50			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1201	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.8			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1202		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1202	biomass		34.5			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1202		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1202	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1870			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1203		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1203	biomass		9.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1203		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1203	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1204		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1204	biomass		0.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1204		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1204	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	320			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1205		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1205	biomass		0.35			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1205		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1205	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	40			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1206		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1206	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1207		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1207	biomass		0.005			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1207		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1207	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	100			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1208		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1208	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	40			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1209		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1209	biomass		3.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1209		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1209	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	515			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_121		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_121	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_121		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_121	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	65			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1210		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1210	biomass		0.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1210		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1210	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	30			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1211		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1211	biomass		10			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1211		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1211	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1212		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1212	biomass		0.7			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1212		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1212	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1213		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1213	biomass		37.66			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1213		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1213	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	40			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1214		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1214	biomass		1.23			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1214		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1214	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	6			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1215		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1215	biomass		0.07			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1215		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1215	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1216		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1216	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1216		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1216	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	65			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1217		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1217	biomass		7.55			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1217		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1217	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	425			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1218		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1218	biomass		0.025			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1218		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1218	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1219		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1219	biomass		2.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1219		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1219	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	4540			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_122		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_122	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_122		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_122	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	250			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1220		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1220	biomass		0.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1220		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1220	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	45			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1221		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1221	biomass		0.55			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1221		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1221	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	220			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1222		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1222	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1222		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1222	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	145			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1223		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1223	biomass		1.7			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1223		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1223	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	15			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1224		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1224	biomass		0.35			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1224		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1224	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1225		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1225	biomass		14.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1225		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1225	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	670			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1226		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1226	biomass		1.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1226		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1226	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	190			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1227		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1227	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1227		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1227	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1228		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1228	biomass		0.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1228		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1228	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	570			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1229		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1229	biomass		168.9			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1229		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1229	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	2380			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_123		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_123	biomass		6.25			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_123		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_123	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	95			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1230		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1230	biomass		221.9			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1230		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1230	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1250			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1231		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1231	biomass		3.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1231		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1231	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	230			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1232		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1232	biomass		1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1232		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1232	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1540			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1233		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1233	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1233		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1233	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	320			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1234		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1234	biomass		4.95			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1234		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1234	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	55			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1235		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1235	biomass		123.35			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1235		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1235	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	3925			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1236		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1236	biomass		72.85			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1236		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1236	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	110			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1237		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1237	biomass		0.08			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1237		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1237	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	6			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1238		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1238	biomass		0.06			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1238		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1238	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1239		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1239	biomass		0.001			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1239		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1239	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_124		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_124	biomass		0.9			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_124		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_124	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	55			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1240		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1240	biomass		0.001			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1240		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1240	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1241		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1241	biomass		0.01			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1241		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1241	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	3			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1242		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1242	biomass		30.06			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1242		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1242	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	505			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1243		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1243	biomass		38.62			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1243		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1243	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	39			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1244		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1244	biomass		0.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1244		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1244	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	120			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1245		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1245	biomass		6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1245		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1245	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1120			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1246		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1246	biomass		2.4			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1246		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1246	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	320			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1247		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1247	biomass		2.4			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1247		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1247	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	2280			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1248		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1248	biomass		0.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_444		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_444	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_445		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_445	biomass		0.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_445		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_445	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	80			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_445		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_445	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.4			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_446		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_446	biomass		3.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_446		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_446	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	320			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_446		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_446	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	18.4			celsius					
